MedianMonthly_HC,City,Zipcode,Number,State,Year
1176.0,New Braunfels,50820,48,Texas,2016
1100.0,North Richland Hills,52356,48,Texas,2016
881.0,Odessa,53388,48,Texas,2016
872.0,Pasadena,56000,48,Texas,2016
1483.0,Pearland,56348,48,Texas,2016
607.0,Pharr,57200,48,Texas,2016
1427.0,Plano,58016,48,Texas,2016
1281.0,Richardson,61796,48,Texas,2016
1312.0,Round Rock,63500,48,Texas,2016
822.0,San Angelo,64472,48,Texas,2016
926.0,San Antonio,65000,48,Texas,2016
1563.0,Sugar Land,70808,48,Texas,2016
852.0,Temple,72176,48,Texas,2016
1597.0,The Woodlands CDP,72656,48,Texas,2016
873.0,Tyler,74144,48,Texas,2016
841.0,Victoria,75428,48,Texas,2016
829.0,Waco,76000,48,Texas,2016
759.0,Wichita Falls,79000,48,Texas,2016
1089.0,Layton,43660,49,Utah,2016
789.0,Ogden,55980,49,Utah,2016
985.0,Orem,57300,49,Utah,2016
829.0,Provo,62470,49,Utah,2016
941.0,St. George,65330,49,Utah,2016
1017.0,Salt Lake City,67000,49,Utah,2016
1287.0,Sandy,67440,49,Utah,2016
1527.0,South Jordan,70850,49,Utah,2016
1282.0,West Jordan,82950,49,Utah,2016
1149.0,West Valley City,83470,49,Utah,2016
1733.0,Alexandria,01000,51,Virginia,2016
1985.0,Arlington CDP,03000,51,Virginia,2016
1937.0,Centreville CDP,14440,51,Virginia,2016
1347.0,Chesapeake,16000,51,Virginia,2016
1705.0,Dale City CDP,21088,51,Virginia,2016
1095.0,Hampton,35000,51,Virginia,2016
748.0,Lynchburg,47672,51,Virginia,2016
1046.0,Newport News,56000,51,Virginia,2016
1077.0,Norfolk,57000,51,Virginia,2016
1062.0,Portsmouth,64000,51,Virginia,2016
995.0,Richmond,67000,51,Virginia,2016
775.0,Roanoke,68000,51,Virginia,2016
1297.0,Suffolk,76432,51,Virginia,2016
1386.0,Virginia Beach,82000,51,Virginia,2016
1253.0,Auburn,03180,53,Washington,2016
1906.0,Bellevue,05210,53,Washington,2016
995.0,Bellingham,05280,53,Washington,2016
1190.0,Everett,22640,53,Washington,2016
1354.0,Federal Way,23515,53,Washington,2016
892.0,Kennewick,35275,53,Washington,2016
1286.0,Kent,35415,53,Washington,2016
1811.0,Kirkland,35940,53,Washington,2016
1461.0,Marysville,43955,53,Washington,2016
969.0,Pasco,53545,53,Washington,2016
1477.0,Renton,57745,53,Washington,2016
1603.0,Seattle,63000,53,Washington,2016
885.0,Spokane,67000,53,Washington,2016
904.0,Spokane Valley,67167,53,Washington,2016
1195.0,Tacoma,70000,53,Washington,2016
1100.0,Vancouver,74060,53,Washington,2016
794.0,Yakima,80010,53,Washington,2016
918.0,Appleton,02375,55,Wisconsin,2016
879.0,Eau Claire,22300,55,Wisconsin,2016
770.0,Green Bay,31000,55,Wisconsin,2016
895.0,Kenosha,39225,55,Wisconsin,2016
1135.0,Madison,48000,55,Wisconsin,2016
856.0,Milwaukee,53000,55,Wisconsin,2016
772.0,Oshkosh,60500,55,Wisconsin,2016
858.0,Racine,66000,55,Wisconsin,2016
984.0,Waukesha,84250,55,Wisconsin,2016
548.0,Bayamon zona urbana,06593,72,Puerto Rico,2016
551.0,Caguas zona urbana,10334,72,Puerto Rico,2016
591.0,Carolina zona urbana,14290,72,Puerto Rico,2016
816.0,Guaynabo zona urbana,32522,72,Puerto Rico,2016
279.0,Ponce zona urbana,63820,72,Puerto Rico,2016
499.0,San Juan zona urbana,76770,72,Puerto Rico,2016
773.0,Birmingham,07000,01,Alabama,2017
757.0,Dothan,21184,01,Alabama,2017
1170.0,Hoover,35896,01,Alabama,2017
808.0,Huntsville,37000,01,Alabama,2017
812.0,Mobile,50000,01,Alabama,2017
817.0,Montgomery,51000,01,Alabama,2017
867.0,Tuscaloosa,77256,01,Alabama,2017
1475.0,Anchorage municipality,03000,02,Alaska,2017
1121.0,Avondale,04720,04,Arizona,2017
1207.0,Buckeye,07940,04,Arizona,2017
1046.0,Casas Adobes CDP,10670,04,Arizona,2017
1325.0,Chandler,12000,04,Arizona,2017
1261.0,Flagstaff,23620,04,Arizona,2017
1486.0,Gilbert town,27400,04,Arizona,2017
1018.0,Glendale,27820,04,Arizona,2017
1425.0,Goodyear,28380,04,Arizona,2017
1026.0,Mesa,46000,04,Arizona,2017
1183.0,Peoria,54050,04,Arizona,2017
1060.0,Phoenix,55000,04,Arizona,2017
1220.0,San Tan Valley CDP,64210,04,Arizona,2017
1425.0,Scottsdale,65000,04,Arizona,2017
1172.0,Surprise,71510,04,Arizona,2017
1134.0,Tempe,73000,04,Arizona,2017
835.0,Tucson,77000,04,Arizona,2017
906.0,Yuma,85540,04,Arizona,2017
849.0,Conway,15190,05,Arkansas,2017
815.0,Fayetteville,23290,05,Arkansas,2017
654.0,Fort Smith,24550,05,Arkansas,2017
783.0,Jonesboro,35710,05,Arkansas,2017
924.0,Little Rock,41000,05,Arkansas,2017
770.0,North Little Rock,50450,05,Arkansas,2017
884.0,Rogers,60410,05,Arkansas,2017
834.0,Springdale,66080,05,Arkansas,2017
1948.0,Alameda,00562,06,California,2017
1356.0,Alhambra,00884,06,California,2017
1659.0,Anaheim,02000,06,California,2017
1817.0,Antioch,02252,06,California,2017
1147.0,Apple Valley town,02364,06,California,2017
1121.0,Arden-Arcade CDP,02553,06,California,2017
1220.0,Bakersfield,03526,06,California,2017
1462.0,Baldwin Park,03666,06,California,2017
1424.0,Bellflower,04982,06,California,2017
1817.0,Berkeley,06000,06,California,2017
1643.0,Buena Park,08786,06,California,2017
1791.0,Burbank,08954,06,California,2017
1975.0,Camarillo,10046,06,California,2017
2253.0,Carlsbad,11194,06,California,2017
1229.0,Carmichael CDP,11390,06,California,2017
1431.0,Carson,11530,06,California,2017
1940.0,Castro Valley CDP,11964,06,California,2017
1042.0,Chico,13014,06,California,2017
1691.0,Chino,13210,06,California,2017
2076.0,Chino Hills,13214,06,California,2017
1774.0,Chula Vista,13392,06,California,2017
1281.0,Citrus Heights,13588,06,California,2017
1361.0,Clovis,14218,06,California,2017
1342.0,Compton,15044,06,California,2017
1868.0,Concord,16000,06,California,2017
1766.0,Corona,16350,06,California,2017
1835.0,Costa Mesa,16532,06,California,2017
2084.0,Daly City,17918,06,California,2017
1638.0,Davis,18100,06,California,2017
1553.0,Downey,19766,06,California,2017
1101.0,East Los Angeles CDP,20802,06,California,2017
1302.0,El Cajon,21712,06,California,2017
1801.0,Elk Grove,22020,06,California,2017
1244.0,El Monte,22230,06,California,2017
1558.0,Escondido,22804,06,California,2017
1777.0,Fairfield,23182,06,California,2017
1204.0,Florence-Graham CDP,24477,06,California,2017
1875.0,Folsom,24638,06,California,2017
1531.0,Fontana,24680,06,California,2017
2348.0,Fremont,26000,06,California,2017
1035.0,Fresno,27000,06,California,2017
1679.0,Fullerton,28000,06,California,2017
1548.0,Garden Grove,29000,06,California,2017
1669.0,Glendale,30000,06,California,2017
1233.0,Hawthorne,32548,06,California,2017
1869.0,Hayward,33000,06,California,2017
995.0,Hemet,33182,06,California,2017
1156.0,Hesperia,33434,06,California,2017
1833.0,Huntington Beach,36000,06,California,2017
1158.0,Indio,36448,06,California,2017
1350.0,Inglewood,36546,06,California,2017
2311.0,Irvine,36770,06,California,2017
1438.0,Jurupa Valley,37692,06,California,2017
2461.0,Laguna Niguel,39248,06,California,2017
1556.0,Lake Elsinore,39486,06,California,2017
2075.0,Lake Forest,39496,06,California,2017
1818.0,Lakewood,39892,06,California,2017
1280.0,Lancaster,40130,06,California,2017
2430.0,Livermore,41992,06,California,2017
1190.0,Lodi,42202,06,California,2017
1431.0,Long Beach,43000,06,California,2017
1548.0,Los Angeles,44000,06,California,2017
1302.0,Lynwood,44574,06,California,2017
1048.0,Madera,45022,06,California,2017
1311.0,Manteca,45484,06,California,2017
1515.0,Menifee,46842,06,California,2017
1027.0,Merced,46898,06,California,2017
2507.0,Milpitas,47766,06,California,2017
2168.0,Mission Viejo,48256,06,California,2017
1184.0,Modesto,48354,06,California,2017
1493.0,Moreno Valley,49270,06,California,2017
2393.0,Mountain View,49670,06,California,2017
1909.0,Murrieta,50076,06,California,2017
1839.0,Napa,50258,06,California,2017
2569.0,Newport Beach,51182,06,California,2017
1644.0,Norwalk,52526,06,California,2017
1558.0,Oakland,53000,06,California,2017
1709.0,Oceanside,53322,06,California,2017
1466.0,Ontario,53896,06,California,2017
1805.0,Orange,53980,06,California,2017
1619.0,Oxnard,54652,06,California,2017
1342.0,Palmdale,55156,06,California,2017
2747.0,Palo Alto,55282,06,California,2017
1795.0,Pasadena,56000,06,California,2017
1468.0,Perris,56700,06,California,2017
1662.0,Pittsburg,57456,06,California,2017
2687.0,Pleasanton,57792,06,California,2017
1385.0,Pomona,58072,06,California,2017
1274.0,Rancho Cordova,59444,06,California,2017
1858.0,Rancho Cucamonga,59451,06,California,2017
1051.0,Redding,59920,06,California,2017
1339.0,Redlands,59962,06,California,2017
2285.0,Redondo Beach,60018,06,California,2017
2520.0,Redwood City,60102,06,California,2017
1279.0,Rialto,60466,06,California,2017
1567.0,Richmond,60620,06,California,2017
1429.0,Riverside,62000,06,California,2017
1690.0,Roseville,62938,06,California,2017
1269.0,Sacramento,64000,06,California,2017
1472.0,Salinas,64224,06,California,2017
1058.0,San Bernardino,65000,06,California,2017
1636.0,San Buenaventura (Ventura),65042,06,California,2017
1987.0,San Clemente,65084,06,California,2017
1756.0,San Diego,66000,06,California,2017
1991.0,San Francisco,67000,06,California,2017
2257.0,San Jose,68000,06,California,2017
1659.0,San Leandro,68084,06,California,2017
1797.0,San Marcos,68196,06,California,2017
2466.0,San Mateo,68252,06,California,2017
2975.0,San Ramon,68378,06,California,2017
1526.0,Santa Ana,69000,06,California,2017
1817.0,Santa Barbara,69070,06,California,2017
2316.0,Santa Clara,69084,06,California,2017
1988.0,Santa Clarita,69088,06,California,2017
1859.0,Santa Cruz,69112,06,California,2017
1445.0,Santa Maria,69196,06,California,2017
1931.0,Santa Monica,70000,06,California,2017
1650.0,Santa Rosa,70098,06,California,2017
2145.0,Simi Valley,72016,06,California,2017
1203.0,South Gate,73080,06,California,2017
2083.0,South San Francisco,73262,06,California,2017
1172.0,Stockton,75000,06,California,2017
2329.0,Sunnyvale,77000,06,California,2017
2016.0,Temecula,78120,06,California,2017
2213.0,Thousand Oaks,78582,06,California,2017
1737.0,Torrance,80000,06,California,2017
1883.0,Tracy,80238,06,California,2017
1181.0,Turlock,80812,06,California,2017
1999.0,Tustin,80854,06,California,2017
2287.0,Union City,81204,06,California,2017
1472.0,Upland,81344,06,California,2017
1777.0,Vacaville,81554,06,California,2017
1474.0,Vallejo,81666,06,California,2017
1184.0,Victorville,82590,06,California,2017
1048.0,Visalia,82954,06,California,2017
1694.0,Vista,82996,06,California,2017
2039.0,Walnut Creek,83346,06,California,2017
1743.0,West Covina,84200,06,California,2017
1614.0,Westminster,84550,06,California,2017
1648.0,Whittier,85292,06,California,2017
2597.0,Yorba Linda,86832,06,California,2017
1139.0,Yuba City,86972,06,California,2017
1446.0,Arvada,03455,08,Colorado,2017
1345.0,Aurora,04000,08,Colorado,2017
1605.0,Boulder,07850,08,Colorado,2017
1573.0,Broomfield,09280,08,Colorado,2017
1720.0,Centennial,12815,08,Colorado,2017
1164.0,Colorado Springs,16000,08,Colorado,2017
1357.0,Denver,20000,08,Colorado,2017
1332.0,Fort Collins,27425,08,Colorado,2017
982.0,Greeley,32155,08,Colorado,2017
1806.0,Highlands Ranch CDP,36410,08,Colorado,2017
1333.0,Lakewood,43000,08,Colorado,2017
1342.0,Longmont,45970,08,Colorado,2017
1262.0,Loveland,46465,08,Colorado,2017
773.0,Pueblo,62000,08,Colorado,2017
1463.0,Thornton,77290,08,Colorado,2017
1359.0,Westminster,83835,08,Colorado,2017
1248.0,Bridgeport,08000,09,Connecticut,2017
1515.0,Danbury,18430,09,Connecticut,2017
1003.0,Hartford,37000,09,Connecticut,2017
991.0,New Britain,50370,09,Connecticut,2017
1200.0,New Haven,52000,09,Connecticut,2017
1709.0,Norwalk,55990,09,Connecticut,2017
1926.0,Stamford,73000,09,Connecticut,2017
998.0,Waterbury,80000,09,Connecticut,2017
978.0,Wilmington,77580,10,Delaware,2017
1641.0,Washington,50000,11,District of Columbia,2017
1386.0,Alafaya CDP,00410,12,Florida,2017
1568.0,Boca Raton,07300,12,Florida,2017
1314.0,Boynton Beach,07875,12,Florida,2017
1170.0,Brandon CDP,08150,12,Florida,2017
1128.0,Cape Coral,10275,12,Florida,2017
984.0,Clearwater,12875,12,Florida,2017
1590.0,Coral Springs,14400,12,Florida,2017
1360.0,Davie town,16475,12,Florida,2017
857.0,Daytona Beach,16525,12,Florida,2017
1127.0,Deerfield Beach,16725,12,Florida,2017
1299.0,Delray Beach,17100,12,Florida,2017
1028.0,Deltona,17200,12,Florida,2017
1266.0,Fort Lauderdale,24000,12,Florida,2017
977.0,Fort Myers,24125,12,Florida,2017
897.0,Gainesville,25175,12,Florida,2017
1033.0,Hialeah,30000,12,Florida,2017
1153.0,Hollywood,32000,12,Florida,2017
1346.0,Homestead,32275,12,Florida,2017
998.0,Jacksonville,35000,12,Florida,2017
1482.0,Kendall CDP,36100,12,Florida,2017
1098.0,Kissimmee,36950,12,Florida,2017
902.0,Lakeland,38250,12,Florida,2017
910.0,Largo,39425,12,Florida,2017
1166.0,Lauderhill,39550,12,Florida,2017
938.0,Lehigh Acres CDP,39925,12,Florida,2017
877.0,Melbourne,43975,12,Florida,2017
1194.0,Miami,45000,12,Florida,2017
1365.0,Miami Beach,45025,12,Florida,2017
1175.0,Miami Gardens,45060,12,Florida,2017
1386.0,Miramar,45975,12,Florida,2017
1047.0,North Port,49675,12,Florida,2017
1158.0,Orlando,53000,12,Florida,2017
897.0,Palm Bay,54000,12,Florida,2017
1003.0,Palm Coast,54200,12,Florida,2017
1390.0,Pembroke Pines,55775,12,Florida,2017
970.0,Pine Hills CDP,56825,12,Florida,2017
1488.0,Plantation,57425,12,Florida,2017
1062.0,Poinciana CDP,57900,12,Florida,2017
1132.0,Pompano Beach,58050,12,Florida,2017
807.0,Port Charlotte CDP,58350,12,Florida,2017
1185.0,Port St. Lucie,58715,12,Florida,2017
1368.0,Riverview CDP,60950,12,Florida,2017
1010.0,St. Petersburg,63000,12,Florida,2017
825.0,Spring Hill CDP,68350,12,Florida,2017
1342.0,Sunrise,69700,12,Florida,2017
1010.0,Tallahassee,70600,12,Florida,2017
1013.0,Tamarac,70675,12,Florida,2017
1092.0,Tampa,71000,12,Florida,2017
1639.0,The Hammocks CDP,71569,12,Florida,2017
760.0,The Villages CDP,71625,12,Florida,2017
1021.0,Town 'n' Country CDP,72145,12,Florida,2017
1979.0,Weston,76582,12,Florida,2017
1254.0,West Palm Beach,76600,12,Florida,2017
674.0,Albany,01052,13,Georgia,2017
1595.0,Alpharetta,01696,13,Georgia,2017
855.0,Athens-Clarke County unified government (balance),03440,13,Georgia,2017
1205.0,Atlanta,04000,13,Georgia,2017
818.0,Augusta-Richmond County consolidated government (balance),04204,13,Georgia,2017
861.0,Columbus,19000,13,Georgia,2017
1686.0,Johns Creek,42425,13,Georgia,2017
815.0,Macon-Bibb County,49008,13,Georgia,2017
1429.0,Roswell,67284,13,Georgia,2017
1375.0,Sandy Springs,68516,13,Georgia,2017
969.0,Savannah,69000,13,Georgia,2017
851.0,Warner Robins,80508,13,Georgia,2017
1479.0,Urban Honolulu CDP,71550,15,Hawaii,2017
951.0,Boise City,08830,16,Idaho,2017
1163.0,Meridian,52120,16,Idaho,2017
939.0,Nampa,56260,16,Idaho,2017
1477.0,Arlington Heights village,02154,17,Illinois,2017
1258.0,Aurora,03012,17,Illinois,2017
906.0,Bloomington,06613,17,Illinois,2017
1616.0,Bolingbrook village,07133,17,Illinois,2017
938.0,Champaign,12385,17,Illinois,2017
1185.0,Chicago,14000,17,Illinois,2017
936.0,Cicero town,14351,17,Illinois,2017
670.0,Decatur,18823,17,Illinois,2017
1225.0,Elgin,23074,17,Illinois,2017
1609.0,Evanston,24582,17,Illinois,2017
1211.0,Joliet,38570,17,Illinois,2017
1884.0,Naperville,51622,17,Illinois,2017
1347.0,Palatine village,57225,17,Illinois,2017
845.0,Peoria,59000,17,Illinois,2017
775.0,Rockford,65000,17,Illinois,2017
1410.0,Schaumburg village,68003,17,Illinois,2017
1326.0,Skokie village,70122,17,Illinois,2017
786.0,Springfield,72000,17,Illinois,2017
950.0,Waukegan,79293,17,Illinois,2017
836.0,Bloomington,05860,18,Indiana,2017
1405.0,Carmel,10342,18,Indiana,2017
741.0,Evansville,22000,18,Indiana,2017
1455.0,Fishers,23278,18,Indiana,2017
716.0,Fort Wayne,25000,18,Indiana,2017
665.0,Gary,27000,18,Indiana,2017
803.0,Hammond,31000,18,Indiana,2017
888.0,Indianapolis,36003,18,Indiana,2017
725.0,Lafayette,40788,18,Indiana,2017
654.0,Muncie,51876,18,Indiana,2017
734.0,South Bend,71000,18,Indiana,2017
979.0,Ames,01855,19,Iowa,2017
877.0,Cedar Rapids,12000,19,Iowa,2017
829.0,Davenport,19000,19,Iowa,2017
908.0,Des Moines,21000,19,Iowa,2017
1031.0,Iowa City,38595,19,Iowa,2017
748.0,Sioux City,73335,19,Iowa,2017
751.0,Waterloo,82425,19,Iowa,2017
831.0,Kansas City,36000,20,Kansas,2017
937.0,Lawrence,38900,20,Kansas,2017
1286.0,Olathe,52575,20,Kansas,2017
1195.0,Overland Park,53775,20,Kansas,2017
1150.0,Shawnee,64500,20,Kansas,2017
782.0,Topeka,71000,20,Kansas,2017
835.0,Wichita,79000,20,Kansas,2017
800.0,Bowling Green,08902,21,Kentucky,2017
925.0,Lexington-Fayette urban county,46027,21,Kentucky,2017
867.0,Louisville/Jefferson County metro government (balance),48006,21,Kentucky,2017
848.0,Baton Rouge,05000,22,Louisiana,2017
920.0,Bossier City,08920,22,Louisiana,2017
925.0,Kenner,39475,22,Louisiana,2017
879.0,Lafayette,40735,22,Louisiana,2017
821.0,Lake Charles,41155,22,Louisiana,2017
960.0,Metairie CDP,50115,22,Louisiana,2017
969.0,New Orleans,55000,22,Louisiana,2017
768.0,Shreveport,70000,22,Louisiana,2017
1183.0,Portland,60545,23,Maine,2017
1070.0,Baltimore,04000,24,Maryland,2017
2401.0,Bethesda CDP,07125,24,Maryland,2017
1724.0,Columbia CDP,19125,24,Maryland,2017
1925.0,Ellicott City CDP,26000,24,Maryland,2017
1463.0,Frederick,30325,24,Maryland,2017
1690.0,Gaithersburg,31175,24,Maryland,2017
1763.0,Germantown CDP,32025,24,Maryland,2017
1362.0,Glen Burnie CDP,32650,24,Maryland,2017
1879.0,Rockville,67675,24,Maryland,2017
1668.0,Silver Spring CDP,72450,24,Maryland,2017
1735.0,Waldorf CDP,81175,24,Maryland,2017
1654.0,Boston,07000,25,Massachusetts,2017
1298.0,Brockton,09000,25,Massachusetts,2017
2046.0,Cambridge,11000,25,Massachusetts,2017
815.0,Fall River,23000,25,Massachusetts,2017
1517.0,Framingham CDP,24960,25,Massachusetts,2017
1193.0,Lawrence,34550,25,Massachusetts,2017
1184.0,Lowell,37000,25,Massachusetts,2017
1292.0,Lynn,37490,25,Massachusetts,2017
870.0,New Bedford,45000,25,Massachusetts,2017
2274.0,Newton,45560,25,Massachusetts,2017
1540.0,Quincy,55745,25,Massachusetts,2017
1805.0,Somerville,62535,25,Massachusetts,2017
921.0,Springfield,67000,25,Massachusetts,2017
1078.0,Worcester,82000,25,Massachusetts,2017
1295.0,Ann Arbor,03000,26,Michigan,2017
940.0,Dearborn,21000,26,Michigan,2017
679.0,Detroit,22000,26,Michigan,2017
1290.0,Farmington Hills,27440,26,Michigan,2017
568.0,Flint,29000,26,Michigan,2017
894.0,Grand Rapids,34000,26,Michigan,2017
805.0,Kalamazoo,42160,26,Michigan,2017
801.0,Lansing,46000,26,Michigan,2017
1073.0,Livonia,49000,26,Michigan,2017
1288.0,Rochester Hills,69035,26,Michigan,2017
1125.0,Southfield,74900,26,Michigan,2017
1021.0,Sterling Heights,76460,26,Michigan,2017
1283.0,Troy,80700,26,Michigan,2017
838.0,Warren,84000,26,Michigan,2017
869.0,Westland,86000,26,Michigan,2017
853.0,Wyoming,88940,26,Michigan,2017
1201.0,Bloomington,06616,27,Minnesota,2017
1209.0,Brooklyn Park,07966,27,Minnesota,2017
864.0,Duluth,17000,27,Minnesota,2017
1253.0,Eagan,17288,27,Minnesota,2017
1554.0,Maple Grove,40166,27,Minnesota,2017
1151.0,Minneapolis,43000,27,Minnesota,2017
1517.0,Plymouth,51730,27,Minnesota,2017
1097.0,Rochester,54880,27,Minnesota,2017
773.0,St. Cloud,56896,27,Minnesota,2017
1063.0,St. Paul,58000,27,Minnesota,2017
1628.0,Woodbury,71428,27,Minnesota,2017
803.0,Gulfport,29700,28,Mississippi,2017
789.0,Jackson,36000,28,Mississippi,2017
910.0,Columbia,15670,29,Missouri,2017
840.0,Independence,35000,29,Missouri,2017
950.0,Kansas City,38000,29,Missouri,2017
1219.0,Lee's Summit,41348,29,Missouri,2017
1273.0,O'Fallon,54074,29,Missouri,2017
1018.0,St. Charles,64082,29,Missouri,2017
716.0,St. Joseph,64550,29,Missouri,2017
818.0,St. Louis,65000,29,Missouri,2017
714.0,Springfield,70000,29,Missouri,2017
953.0,Billings,06550,30,Montana,2017
902.0,Missoula,50200,30,Montana,2017
926.0,Lincoln,28000,31,Nebraska,2017
991.0,Omaha,37000,31,Nebraska,2017
1444.0,Enterprise CDP,23770,32,Nevada,2017
1261.0,Henderson,31900,32,Nevada,2017
1098.0,Las Vegas,40000,32,Nevada,2017
1179.0,North Las Vegas,51800,32,Nevada,2017
962.0,Paradise CDP,54600,32,Nevada,2017
1011.0,Reno,60600,32,Nevada,2017
1154.0,Sparks,68400,32,Nevada,2017
1152.0,Spring Valley CDP,68585,32,Nevada,2017
921.0,Sunrise Manor CDP,71400,32,Nevada,2017
1174.0,Manchester,45140,33,New Hampshire,2017
1350.0,Nashua,50260,33,New Hampshire,2017
1365.0,Bayonne,03580,34,New Jersey,2017
859.0,Camden,10000,34,New Jersey,2017
1542.0,Clifton,13690,34,New Jersey,2017
1212.0,East Orange,19390,34,New Jersey,2017
1227.0,Elizabeth,21000,34,New Jersey,2017
1495.0,Jersey City,36000,34,New Jersey,2017
1150.0,Newark,51000,34,New Jersey,2017
1205.0,Passaic,56550,34,New Jersey,2017
1258.0,Paterson,57000,34,New Jersey,2017
1571.0,Toms River CDP,73110,34,New Jersey,2017
1094.0,Trenton,74000,34,New Jersey,2017
1268.0,Union City,74630,34,New Jersey,2017
929.0,Albuquerque,02000,35,New Mexico,2017
756.0,Las Cruces,39380,35,New Mexico,2017
1169.0,Rio Rancho,63460,35,New Mexico,2017
1025.0,Santa Fe,70500,35,New Mexico,2017
1023.0,Albany,01000,36,New York,2017
2071.0,Brentwood CDP,08026,36,New York,2017
710.0,Buffalo,11000,36,New York,2017
845.0,Cheektowaga CDP,15000,36,New York,2017
1480.0,Mount Vernon,49121,36,New York,2017
1793.0,New Rochelle,50617,36,New York,2017
1435.0,New York,51000,36,New York,2017
818.0,Rochester,63000,36,New York,2017
866.0,Schenectady,65508,36,New York,2017
789.0,Syracuse,73000,36,New York,2017
1455.0,Yonkers,84000,36,New York,2017
1081.0,Asheville,02140,37,North Carolina,2017
1333.0,Cary town,10740,37,North Carolina,2017
1123.0,Charlotte,12000,37,North Carolina,2017
1069.0,Concord,14100,37,North Carolina,2017
1081.0,Durham,19000,37,North Carolina,2017
889.0,Fayetteville,22920,37,North Carolina,2017
851.0,Gastonia,25580,37,North Carolina,2017
868.0,Greensboro,28000,37,North Carolina,2017
870.0,Greenville,28080,37,North Carolina,2017
870.0,High Point,31400,37,North Carolina,2017
1010.0,Jacksonville,34200,37,North Carolina,2017
1154.0,Raleigh,55000,37,North Carolina,2017
956.0,Wilmington,74440,37,North Carolina,2017
808.0,Winston-Salem,75000,37,North Carolina,2017
920.0,Bismarck,07200,38,North Dakota,2017
862.0,Fargo,25700,38,North Dakota,2017
736.0,Akron,01000,39,Ohio,2017
635.0,Canton,12000,39,Ohio,2017
793.0,Cincinnati,15000,39,Ohio,2017
690.0,Cleveland,16000,39,Ohio,2017
968.0,Columbus,18000,39,Ohio,2017
661.0,Dayton,21000,39,Ohio,2017
680.0,Lorain,44856,39,Ohio,2017
846.0,Parma,61000,39,Ohio,2017
680.0,Toledo,77000,39,Ohio,2017
521.0,Youngstown,88000,39,Ohio,2017
1092.0,Broken Arrow,09050,40,Oklahoma,2017
1133.0,Edmond,23200,40,Oklahoma,2017
802.0,Lawton,41850,40,Oklahoma,2017
908.0,Norman,52500,40,Oklahoma,2017
906.0,Oklahoma City,55000,40,Oklahoma,2017
830.0,Tulsa,75000,40,Oklahoma,2017
1432.0,Beaverton,05350,41,Oregon,2017
1334.0,Bend,05800,41,Oregon,2017
1048.0,Eugene,23850,41,Oregon,2017
1194.0,Gresham,31250,41,Oregon,2017
1510.0,Hillsboro,34100,41,Oregon,2017
1034.0,Medford,47000,41,Oregon,2017
1374.0,Portland,59000,41,Oregon,2017
1043.0,Salem,64900,41,Oregon,2017
958.0,Allentown,02000,42,Pennsylvania,2017
1055.0,Bethlehem,06088,42,Pennsylvania,2017
675.0,Erie,24000,42,Pennsylvania,2017
941.0,Philadelphia,60000,42,Pennsylvania,2017
886.0,Pittsburgh,61000,42,Pennsylvania,2017
734.0,Reading,63624,42,Pennsylvania,2017
779.0,Scranton,69000,42,Pennsylvania,2017
1340.0,Cranston,19180,44,Rhode Island,2017
968.0,Pawtucket,54640,44,Rhode Island,2017
1068.0,Providence,59000,44,Rhode Island,2017
1268.0,Warwick,74300,44,Rhode Island,2017
1333.0,Charleston,13330,45,South Carolina,2017
912.0,Columbia,16000,45,South Carolina,2017
922.0,Greenville,30850,45,South Carolina,2017
1703.0,Mount Pleasant town,48535,45,South Carolina,2017
1007.0,North Charleston,50875,45,South Carolina,2017
950.0,Rock Hill,61405,45,South Carolina,2017
899.0,Rapid City,52980,46,South Dakota,2017
905.0,Sioux Falls,59020,46,South Dakota,2017
794.0,Chattanooga,14000,47,Tennessee,2017
1005.0,Clarksville,15160,47,Tennessee,2017
1555.0,Franklin,27740,47,Tennessee,2017
838.0,Jackson,37640,47,Tennessee,2017
761.0,Johnson City,38320,47,Tennessee,2017
834.0,Knoxville,40000,47,Tennessee,2017
861.0,Memphis,48000,47,Tennessee,2017
1036.0,Murfreesboro,51560,47,Tennessee,2017
1094.0,Nashville-Davidson metropolitan government (balance),52006,47,Tennessee,2017
784.0,Abilene,01000,48,Texas,2017
1704.0,Allen,01924,48,Texas,2017
869.0,Amarillo,03000,48,Texas,2017
1044.0,Arlington,04000,48,Texas,2017
1437.0,Atascocita CDP,04462,48,Texas,2017
1342.0,Austin,05000,48,Texas,2017
892.0,Baytown,06128,48,Texas,2017
831.0,Beaumont,07000,48,Texas,2017
671.0,Brownsville,10768,48,Texas,2017
860.0,Bryan,10912,48,Texas,2017
1285.0,Carrollton,13024,48,Texas,2017
1614.0,Cedar Park,13552,48,Texas,2017
1005.0,College Station,15976,48,Texas,2017
1067.0,Conroe,16432,48,Texas,2017
942.0,Corpus Christi,17000,48,Texas,2017
1024.0,Dallas,19000,48,Texas,2017
1071.0,Denton,19972,48,Texas,2017
776.0,Edinburg,22660,48,Texas,2017
856.0,El Paso,24000,48,Texas,2017
1992.0,Flower Mound town,26232,48,Texas,2017
1074.0,Fort Worth,27000,48,Texas,2017
1881.0,Frisco,27684,48,Texas,2017
1047.0,Garland,29000,48,Texas,2017
1125.0,Georgetown,29336,48,Texas,2017
1119.0,Grand Prairie,30464,48,Texas,2017
639.0,Harlingen,32372,48,Texas,2017
994.0,Houston,35000,48,Texas,2017
