City,State,Zipcode,Gender,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,1 to 2499 USD,2500 to 4999 USD,5000 to 7499 USD,7500 to 9999 USD,10000 to 12499 USD,12500 to 14999 USD,15000 to 17499 USD,17500 to 19999 USD,20000 to 22499 USD,22500 to 24999 USD,25000 to 29999 USD,30000 to 34999 USD,35000 to 39999 USD,40000 to 44999 USD,45000 to 49999 USD,50000 to 54999 USD,55000 to 64999 USD,65000 to 74999 USD,75000 to 99999 USD,100000 or more USD,Year
Garden Grove city, California,29000,Male,306.0,1857.0,4446.0,6868.0,7443.0,2264.0,7159.0,1331.0,2028.0,2370.0,2862.0,1185.0,1856.0,1332.0,1839.0,1384.0,3186.0,1226.0,2316.0,1888.0,3043.0,1331.0,3658.0,3645.0,2488.0,2074.0,1768.0,2206.0,2189.0,1601.0,3550.0,2779.0,2014
Glendale city, California,30000,Male,576.0,2598.0,7202.0,7660.0,5049.0,2072.0,7435.0,473.0,2091.0,3328.0,4416.0,987.0,2372.0,1634.0,2692.0,1751.0,3619.0,1552.0,2718.0,1716.0,2425.0,2111.0,3100.0,3265.0,2448.0,2031.0,1494.0,1192.0,2829.0,1298.0,4437.0,7759.0,2014
Hawthorne city, California,32548,Male,389.0,1408.0,3343.0,2994.0,3580.0,1806.0,3031.0,668.0,1208.0,979.0,1483.0,663.0,880.0,238.0,932.0,1404.0,965.0,561.0,1284.0,1223.0,1359.0,900.0,2659.0,1857.0,1796.0,2035.0,1139.0,1255.0,895.0,482.0,1192.0,1058.0,2014
Hayward city, California,33000,Male,252.0,1091.0,3931.0,6650.0,5771.0,1914.0,7032.0,852.0,3174.0,4686.0,5128.0,1026.0,1953.0,1692.0,1195.0,331.0,1878.0,1092.0,1877.0,965.0,3278.0,1383.0,3638.0,3604.0,1990.0,2523.0,2380.0,3094.0,3004.0,2423.0,3289.0,5056.0,2014
Hemet city, California,33182,Male,146.0,1707.0,993.0,1234.0,233.0,741.0,1644.0,244.0,919.0,1720.0,1848.0,1435.0,952.0,605.0,1819.0,632.0,306.0,549.0,1056.0,475.0,644.0,241.0,1744.0,1376.0,457.0,849.0,731.0,717.0,867.0,191.0,563.0,211.0,2014
Hesperia city, California,33434,Male,420.0,1576.0,1767.0,1087.0,1098.0,445.0,1144.0,433.0,501.0,4312.0,2368.0,2026.0,501.0,356.0,1098.0,332.0,1662.0,466.0,816.0,847.0,1649.0,886.0,1270.0,996.0,1200.0,645.0,811.0,1183.0,1986.0,802.0,1916.0,887.0,2014
Huntington Beach city, California,36000,Male,239.0,4198.0,5367.0,6837.0,6281.0,3120.0,10989.0,1900.0,2430.0,5852.0,4649.0,1790.0,2846.0,1821.0,2475.0,1209.0,2279.0,959.0,2633.0,1274.0,2189.0,929.0,1747.0,2747.0,2359.0,2597.0,1650.0,3596.0,2611.0,4126.0,7044.0,14866.0,2014
Indio city, California,36448,Male,380.0,2216.0,2512.0,3445.0,3634.0,1094.0,2927.0,0.0,261.0,143.0,282.0,450.0,1256.0,846.0,1186.0,933.0,1555.0,312.0,1694.0,1070.0,664.0,739.0,1162.0,1663.0,970.0,940.0,372.0,543.0,1475.0,832.0,1098.0,1161.0,2014
Inglewood city, California,36546,Male,75.0,947.0,2117.0,2356.0,4564.0,1016.0,4152.0,875.0,1107.0,2599.0,1929.0,766.0,1533.0,874.0,1415.0,795.0,1269.0,1467.0,2689.0,1323.0,1791.0,1247.0,2414.0,1703.0,1421.0,976.0,779.0,709.0,1475.0,1153.0,844.0,837.0,2014
Irvine city, California,36770,Male,288.0,3282.0,9903.0,13338.0,10202.0,3935.0,7749.0,1090.0,790.0,2041.0,2757.0,1653.0,3563.0,1137.0,2430.0,912.0,2162.0,447.0,1151.0,821.0,1304.0,1056.0,1656.0,2810.0,1712.0,2183.0,1184.0,2682.0,3987.0,3953.0,9072.0,22868.0,2014
Jurupa Valley city, California,37692,Male,284.0,1134.0,2532.0,4120.0,3395.0,1362.0,2424.0,108.0,1111.0,1687.0,2564.0,1481.0,1318.0,393.0,867.0,799.0,1861.0,808.0,1718.0,324.0,1824.0,974.0,1613.0,1992.0,1638.0,2324.0,984.0,1216.0,1652.0,1106.0,1777.0,1194.0,2014
Laguna Niguel city, California,39248,Male,0.0,563.0,1197.0,3233.0,2324.0,1232.0,2427.0,547.0,1028.0,1425.0,1128.0,1088.0,966.0,329.0,356.0,296.0,662.0,93.0,199.0,243.0,708.0,426.0,487.0,654.0,921.0,750.0,156.0,691.0,966.0,860.0,1703.0,7860.0,2014
Lake Forest city, California,39496,Male,0.0,1610.0,3273.0,3380.0,3060.0,1264.0,4011.0,775.0,1266.0,1604.0,1099.0,372.0,684.0,1125.0,836.0,1157.0,538.0,537.0,812.0,287.0,815.0,590.0,1437.0,1261.0,1110.0,805.0,596.0,1250.0,1486.0,1412.0,1703.0,6142.0,2014
Lakewood city, California,39892,Male,47.0,706.0,1917.0,2519.0,3214.0,1264.0,3670.0,662.0,1233.0,2362.0,1997.0,470.0,1289.0,816.0,567.0,576.0,735.0,654.0,788.0,311.0,514.0,855.0,976.0,1370.0,819.0,1431.0,775.0,960.0,1446.0,1690.0,2795.0,2881.0,2014
Lancaster city, California,40130,Male,156.0,1621.0,3068.0,7372.0,2986.0,383.0,1131.0,307.0,727.0,1923.0,4196.0,2026.0,1099.0,722.0,473.0,491.0,1193.0,1186.0,951.0,568.0,971.0,1457.0,1681.0,2537.0,1927.0,2313.0,1628.0,2138.0,1254.0,2291.0,1813.0,2259.0,2014
Livermore city, California,41992,Male,359.0,1895.0,2943.0,3757.0,2340.0,1760.0,1712.0,641.0,906.0,4203.0,1944.0,1463.0,960.0,671.0,865.0,433.0,976.0,707.0,561.0,446.0,1504.0,720.0,1225.0,1209.0,920.0,957.0,702.0,1757.0,1221.0,1167.0,2615.0,7701.0,2014
Long Beach city, California,43000,Male,774.0,6511.0,12130.0,19529.0,15451.0,6527.0,19202.0,3916.0,5829.0,10747.0,9889.0,3591.0,4625.0,3883.0,3527.0,4311.0,6771.0,3862.0,5937.0,5037.0,8607.0,4025.0,6868.0,7440.0,6929.0,5606.0,5291.0,7006.0,8351.0,6431.0,10804.0,15217.0,2014
Los Angeles city, California,44000,Male,10302.0,50899.0,99404.0,129711.0,136006.0,55585.0,195125.0,25386.0,54310.0,98411.0,90574.0,30738.0,49554.0,35592.0,43579.0,36526.0,66770.0,42035.0,80210.0,42979.0,69568.0,41916.0,69270.0,72636.0,58986.0,51412.0,36343.0,46683.0,54604.0,43198.0,69755.0,132999.0,2014
Lynwood city, California,44574,Male,205.0,1245.0,779.0,1020.0,2823.0,397.0,4653.0,403.0,1741.0,2338.0,902.0,746.0,1206.0,679.0,664.0,621.0,984.0,1123.0,2033.0,1245.0,1524.0,448.0,1943.0,1122.0,1152.0,743.0,665.0,1035.0,469.0,397.0,325.0,430.0,2014
Manteca city, California,45484,Male,389.0,1010.0,1343.0,1914.0,2406.0,643.0,2330.0,138.0,287.0,1151.0,1980.0,2558.0,1210.0,267.0,1017.0,99.0,873.0,337.0,583.0,126.0,448.0,416.0,1179.0,1535.0,840.0,926.0,943.0,1225.0,1203.0,1891.0,1712.0,2104.0,2014
Menifee city, California,46842,Male,286.0,469.0,728.0,1968.0,1140.0,449.0,2226.0,462.0,608.0,2365.0,2375.0,1872.0,870.0,445.0,1016.0,721.0,628.0,422.0,676.0,726.0,770.0,620.0,442.0,1363.0,1076.0,1501.0,566.0,1100.0,1201.0,1556.0,1685.0,1068.0,2014
Merced city, California,46898,Male,888.0,2257.0,3186.0,3638.0,1576.0,459.0,1058.0,257.0,78.0,556.0,895.0,247.0,875.0,871.0,604.0,478.0,731.0,816.0,903.0,562.0,1470.0,1002.0,1460.0,1579.0,1495.0,674.0,189.0,584.0,903.0,612.0,824.0,1817.0,2014
Milpitas city, California,47766,Male,226.0,1029.0,2217.0,3123.0,2293.0,1330.0,4046.0,346.0,927.0,792.0,1251.0,633.0,813.0,675.0,455.0,397.0,387.0,247.0,964.0,379.0,568.0,523.0,812.0,772.0,800.0,1593.0,811.0,612.0,798.0,1572.0,2469.0,5386.0,2014
Mission Viejo city, California,48256,Male,456.0,1214.0,2372.0,3913.0,2889.0,2415.0,3992.0,534.0,1455.0,2276.0,2427.0,1241.0,1208.0,682.0,857.0,436.0,373.0,562.0,1027.0,508.0,1000.0,427.0,1587.0,1960.0,1214.0,1343.0,1063.0,2619.0,1806.0,1501.0,2691.0,8090.0,2014
Modesto city, California,48354,Male,1018.0,3582.0,7307.0,7437.0,5328.0,2264.0,4377.0,734.0,1410.0,1575.0,2324.0,5234.0,2203.0,2250.0,2824.0,2128.0,2329.0,1658.0,1633.0,1925.0,3257.0,895.0,2276.0,3017.0,2275.0,2491.0,1592.0,2689.0,2530.0,2173.0,5134.0,4749.0,2014
Moreno Valley city, California,49270,Male,261.0,1705.0,3326.0,4976.0,4967.0,1529.0,9658.0,1364.0,2267.0,3047.0,4991.0,4011.0,2495.0,1731.0,2668.0,1867.0,2113.0,1563.0,2692.0,1683.0,2314.0,1855.0,3523.0,3745.0,2486.0,2721.0,2047.0,2458.0,3889.0,2194.0,2425.0,2976.0,2014
Mountain View city, California,49670,Male,41.0,1992.0,3261.0,6047.0,4315.0,1701.0,3080.0,639.0,716.0,747.0,769.0,1048.0,333.0,549.0,638.0,185.0,982.0,64.0,243.0,179.0,645.0,0.0,1322.0,925.0,1177.0,910.0,250.0,1000.0,1123.0,1861.0,3056.0,11694.0,2014
Murrieta city, California,50076,Male,834.0,1093.0,2166.0,2784.0,1732.0,695.0,1234.0,167.0,1059.0,2236.0,7055.0,3014.0,943.0,697.0,1185.0,632.0,716.0,143.0,1375.0,671.0,706.0,835.0,1102.0,1405.0,1219.0,1714.0,551.0,1318.0,1548.0,1692.0,4275.0,5685.0,2014
Napa city, California,50258,Male,776.0,2528.0,4363.0,3296.0,1951.0,428.0,2986.0,579.0,742.0,1245.0,1588.0,408.0,645.0,683.0,1019.0,879.0,873.0,667.0,688.0,596.0,998.0,621.0,1405.0,2133.0,1215.0,1574.0,633.0,1018.0,1581.0,1270.0,1994.0,3892.0,2014
Newport Beach city, California,51182,Male,192.0,1823.0,3783.0,4410.0,4841.0,570.0,2145.0,48.0,424.0,1463.0,1167.0,676.0,475.0,214.0,390.0,608.0,352.0,520.0,731.0,171.0,512.0,147.0,521.0,810.0,248.0,1137.0,483.0,1394.0,1394.0,1403.0,1595.0,12099.0,2014
Norwalk city, California,52526,Male,225.0,1480.0,2409.0,5075.0,3804.0,1626.0,4361.0,918.0,1453.0,2122.0,1575.0,1754.0,1123.0,512.0,1033.0,858.0,1105.0,1094.0,1662.0,1082.0,1488.0,867.0,2605.0,1897.0,1744.0,1764.0,1692.0,2266.0,1633.0,1131.0,1774.0,1364.0,2014
Oakland city, California,53000,Male,641.0,4418.0,10623.0,13589.0,14187.0,6756.0,15257.0,3146.0,5452.0,10400.0,7843.0,3806.0,4004.0,3958.0,4832.0,4144.0,6385.0,2846.0,5626.0,3409.0,6410.0,2807.0,6237.0,7527.0,5151.0,5299.0,4179.0,4826.0,7372.0,6181.0,7211.0,17181.0,2014
Oceanside city, California,53322,Male,395.0,2222.0,4834.0,8085.0,6882.0,2616.0,5342.0,980.0,1122.0,3147.0,3384.0,2040.0,2248.0,796.0,888.0,1511.0,2404.0,562.0,2293.0,1554.0,2351.0,1550.0,2917.0,2697.0,2384.0,2524.0,2067.0,2072.0,2947.0,1858.0,4512.0,6225.0,2014
Ontario city, California,53896,Male,335.0,1557.0,3810.0,5626.0,6600.0,2395.0,8764.0,811.0,1235.0,3317.0,4460.0,2805.0,3128.0,1883.0,1848.0,1673.0,2425.0,1865.0,2199.0,1332.0,2110.0,1358.0,2801.0,2592.0,2672.0,3473.0,2357.0,2015.0,2784.0,2587.0,3560.0,1920.0,2014
Orange city, California,53980,Male,705.0,1731.0,5071.0,5434.0,6852.0,1946.0,5461.0,860.0,1452.0,2385.0,2260.0,370.0,1386.0,1489.0,1820.0,558.0,2071.0,1117.0,999.0,1219.0,2002.0,942.0,3084.0,2351.0,1636.0,1394.0,1546.0,1860.0,2098.0,1855.0,2901.0,6543.0,2014
Oxnard city, California,54652,Male,524.0,1714.0,5709.0,6476.0,9132.0,8913.0,10438.0,530.0,1009.0,3628.0,2246.0,785.0,1765.0,1363.0,3259.0,2329.0,4171.0,1733.0,3840.0,1399.0,4539.0,2101.0,5024.0,4298.0,3515.0,2792.0,2785.0,2736.0,3322.0,2241.0,2371.0,2658.0,2014
Palmdale city, California,55156,Male,317.0,1271.0,4708.0,4623.0,2724.0,946.0,1801.0,349.0,879.0,4828.0,7595.0,4824.0,2033.0,1517.0,1702.0,871.0,1812.0,622.0,1895.0,1135.0,2075.0,1068.0,2217.0,2377.0,1717.0,2717.0,1193.0,926.0,2417.0,2269.0,4066.0,3895.0,2014
Palo Alto city, California,55282,Male,172.0,2012.0,2474.0,2814.0,4138.0,1077.0,2417.0,175.0,335.0,1294.0,719.0,295.0,1248.0,267.0,357.0,0.0,431.0,541.0,123.0,200.0,389.0,201.0,353.0,847.0,280.0,248.0,115.0,761.0,1156.0,830.0,1798.0,10994.0,2014
Pasadena city, California,56000,Male,768.0,3584.0,5070.0,5269.0,4570.0,2132.0,4849.0,1340.0,1041.0,5105.0,2900.0,1212.0,2201.0,1406.0,1922.0,928.0,1663.0,813.0,1748.0,2361.0,2039.0,1140.0,1956.0,2064.0,1545.0,2379.0,1785.0,1808.0,3008.0,1531.0,4385.0,7731.0,2014
Perris city, California,56700,Male,0.0,697.0,993.0,1109.0,2420.0,1131.0,3647.0,203.0,1545.0,1888.0,2275.0,1003.0,615.0,718.0,902.0,1017.0,772.0,1005.0,1629.0,775.0,1128.0,201.0,928.0,2297.0,1013.0,1410.0,1588.0,1005.0,933.0,764.0,915.0,243.0,2014
Pittsburg city, California,57456,Male,251.0,269.0,1031.0,1254.0,1026.0,221.0,1446.0,361.0,551.0,1891.0,3118.0,2497.0,917.0,1179.0,1241.0,507.0,788.0,312.0,434.0,550.0,517.0,414.0,1218.0,810.0,1394.0,826.0,1038.0,1232.0,1292.0,887.0,913.0,802.0,2014
Pleasanton city, California,57792,Male,462.0,2286.0,3250.0,2434.0,1340.0,697.0,1173.0,567.0,718.0,2892.0,3788.0,690.0,845.0,712.0,401.0,225.0,568.0,300.0,108.0,95.0,450.0,201.0,371.0,277.0,398.0,1166.0,895.0,1348.0,601.0,1039.0,2372.0,10037.0,2014
Pomona city, California,58072,Male,204.0,1661.0,4074.0,4888.0,4919.0,1857.0,4821.0,612.0,1228.0,3336.0,3084.0,1594.0,2228.0,1205.0,2198.0,1737.0,2836.0,1469.0,2285.0,1594.0,1992.0,1271.0,2606.0,2617.0,1287.0,2522.0,1536.0,1113.0,2824.0,1782.0,1401.0,1179.0,2014
Rancho Cordova city, California,59444,Male,95.0,1289.0,2680.0,2612.0,3622.0,1059.0,1440.0,362.0,558.0,1101.0,404.0,284.0,989.0,502.0,524.0,379.0,1032.0,340.0,814.0,248.0,1698.0,975.0,1035.0,1589.0,677.0,736.0,569.0,647.0,1518.0,987.0,1340.0,1728.0,2014
Rancho Cucamonga city, California,59451,Male,231.0,1700.0,4085.0,4601.0,6211.0,3201.0,4293.0,804.0,1808.0,3298.0,6403.0,3684.0,2092.0,1513.0,797.0,1047.0,2699.0,762.0,1482.0,1309.0,1453.0,1353.0,2243.0,3174.0,1476.0,1885.0,2034.0,2583.0,3070.0,3038.0,4808.0,9363.0,2014
Redding city, California,59920,Male,374.0,3382.0,4248.0,4527.0,1285.0,571.0,502.0,0.0,44.0,357.0,688.0,676.0,1073.0,820.0,1273.0,702.0,899.0,566.0,1408.0,550.0,1206.0,399.0,821.0,1425.0,845.0,869.0,724.0,911.0,1392.0,875.0,1006.0,2430.0,2014
Redlands city, California,59962,Male,125.0,1404.0,3745.0,2370.0,2188.0,747.0,2011.0,470.0,43.0,872.0,1421.0,106.0,952.0,1114.0,966.0,213.0,669.0,290.0,159.0,462.0,457.0,888.0,888.0,798.0,1322.0,525.0,684.0,710.0,667.0,810.0,1398.0,3268.0,2014
Redondo Beach city, California,60018,Male,56.0,1505.0,2110.0,3478.0,2638.0,1783.0,1541.0,471.0,751.0,1837.0,1351.0,40.0,557.0,178.0,484.0,492.0,1145.0,213.0,337.0,245.0,681.0,289.0,520.0,1359.0,943.0,1254.0,1012.0,785.0,523.0,1772.0,1871.0,7373.0,2014
Redwood City city, California,60102,Male,911.0,1623.0,3468.0,2394.0,5390.0,1853.0,3497.0,751.0,1046.0,1100.0,887.0,555.0,1011.0,770.0,918.0,329.0,890.0,916.0,845.0,853.0,1772.0,327.0,1027.0,1674.0,1490.0,1089.0,876.0,562.0,1164.0,1243.0,2561.0,6705.0,2014
Rialto city, California,60466,Male,91.0,990.0,1197.0,2985.0,3862.0,1042.0,5348.0,321.0,853.0,1509.0,2420.0,1879.0,954.0,811.0,438.0,595.0,1114.0,1461.0,1782.0,1220.0,1868.0,903.0,1866.0,2345.0,1640.0,1875.0,1069.0,1360.0,1257.0,776.0,1092.0,953.0,2014
Richmond city, California,60620,Male,184.0,747.0,2061.0,3315.0,2314.0,1126.0,4035.0,1214.0,1828.0,2854.0,4225.0,1141.0,1342.0,1239.0,912.0,836.0,1332.0,607.0,737.0,685.0,1604.0,1670.0,2771.0,2212.0,1812.0,1385.0,1272.0,1448.0,2354.0,935.0,2077.0,3167.0,2014
Riverside city, California,62000,Male,1092.0,4534.0,9717.0,9209.0,7552.0,5566.0,11671.0,1663.0,3321.0,4434.0,8872.0,4552.0,5175.0,3808.0,2493.0,2762.0,4602.0,2980.0,3186.0,2746.0,5019.0,2010.0,6241.0,5916.0,3587.0,5224.0,3297.0,4581.0,3884.0,4668.0,5047.0,6657.0,2014
Roseville city, California,62938,Male,1565.0,2614.0,3719.0,4334.0,3307.0,1467.0,3387.0,963.0,1884.0,2112.0,1290.0,796.0,2107.0,993.0,450.0,658.0,923.0,63.0,1049.0,445.0,1322.0,408.0,1362.0,1756.0,1139.0,1829.0,919.0,770.0,3109.0,2709.0,5450.0,6665.0,2014
Sacramento city, California,64000,Male,2608.0,8091.0,14312.0,19976.0,17773.0,5628.0,14606.0,1658.0,2748.0,5952.0,3403.0,5156.0,6745.0,3732.0,4438.0,3006.0,6770.0,3884.0,5819.0,2720.0,5914.0,4154.0,5839.0,9330.0,6704.0,6206.0,4863.0,5369.0,7245.0,5833.0,9921.0,10759.0,2014
Salinas city, California,64224,Male,583.0,2175.0,4492.0,8708.0,7649.0,1349.0,4306.0,895.0,2168.0,1481.0,1418.0,764.0,974.0,764.0,1439.0,1004.0,3433.0,2395.0,3771.0,3268.0,4074.0,1838.0,3453.0,2565.0,1542.0,828.0,1910.0,1410.0,1739.0,1417.0,2157.0,2474.0,2014
San Bernardino city, California,65000,Male,453.0,2139.0,6650.0,5347.0,5194.0,2437.0,5362.0,862.0,1697.0,2537.0,3283.0,1721.0,3463.0,2263.0,1940.0,1599.0,3801.0,2168.0,3445.0,1860.0,3101.0,1647.0,2864.0,3117.0,2321.0,2780.0,2314.0,1993.0,2026.0,1230.0,1456.0,1337.0,2014
San Buenaventura (Ventura) city, California,65042,Male,558.0,3587.0,4366.0,3965.0,2032.0,1508.0,4582.0,481.0,691.0,2297.0,1119.0,731.0,1492.0,1525.0,916.0,589.0,1313.0,692.0,1171.0,1060.0,1542.0,469.0,1316.0,1494.0,1111.0,1185.0,815.0,1888.0,1600.0,1616.0,3827.0,4143.0,2014
San Clemente city, California,65084,Male,247.0,746.0,1431.0,2028.0,1461.0,604.0,1612.0,494.0,1110.0,1977.0,1110.0,464.0,328.0,303.0,420.0,260.0,551.0,189.0,168.0,365.0,499.0,459.0,861.0,582.0,397.0,430.0,787.0,745.0,1016.0,729.0,2062.0,6226.0,2014
San Diego city, California,66000,Male,6233.0,22717.0,48367.0,67894.0,68878.0,27727.0,58818.0,8923.0,11494.0,16162.0,11904.0,7497.0,16996.0,12118.0,13189.0,12051.0,15459.0,9425.0,16820.0,15475.0,18136.0,9806.0,21630.0,26445.0,20324.0,19527.0,15797.0,20694.0,26025.0,21797.0,35976.0,72816.0,2014
San Francisco city, California,67000,Male,2602.0,9280.0,20692.0,30361.0,36521.0,15624.0,43107.0,7878.0,12704.0,25894.0,27540.0,7870.0,9730.0,8146.0,7614.0,5654.0,9699.0,5398.0,5710.0,6157.0,12497.0,5665.0,10747.0,12978.0,10556.0,11004.0,8543.0,12674.0,17436.0,15787.0,31459.0,75186.0,2014
San Jose city, California,68000,Male,2416.0,11819.0,25840.0,41040.0,47985.0,23914.0,52948.0,6702.0,11910.0,24997.0,14850.0,6577.0,10659.0,8103.0,9576.0,6124.0,9951.0,6871.0,10104.0,6355.0,12724.0,7002.0,15610.0,17355.0,12800.0,13134.0,11491.0,14255.0,14956.0,14188.0,27473.0,72975.0,2014
San Leandro city, California,68084,Male,69.0,1786.0,1548.0,3143.0,2766.0,1633.0,3369.0,994.0,1113.0,2676.0,1805.0,780.0,914.0,971.0,506.0,423.0,1299.0,548.0,691.0,286.0,1817.0,486.0,1262.0,1461.0,1535.0,1862.0,878.0,1484.0,1905.0,1830.0,2621.0,2555.0,2014
San Marcos city, California,68196,Male,564.0,1869.0,2209.0,4458.0,2909.0,1505.0,3440.0,681.0,904.0,1701.0,936.0,562.0,1325.0,442.0,1047.0,435.0,882.0,555.0,1066.0,378.0,1596.0,773.0,1307.0,1526.0,1727.0,1239.0,1426.0,1007.0,1832.0,651.0,1724.0,3746.0,2014
San Mateo city, California,68252,Male,182.0,1971.0,4150.0,4942.0,3770.0,1973.0,3433.0,1770.0,1072.0,2282.0,2424.0,0.0,1886.0,608.0,791.0,403.0,559.0,323.0,332.0,321.0,1044.0,391.0,1540.0,1913.0,1254.0,1404.0,1167.0,1722.0,2574.0,1287.0,3696.0,8585.0,2014
San Ramon city, California,68378,Male,0.0,570.0,1799.0,1371.0,1083.0,792.0,1598.0,714.0,1715.0,2358.0,4301.0,936.0,654.0,43.0,468.0,363.0,478.0,45.0,689.0,107.0,587.0,196.0,235.0,359.0,298.0,448.0,325.0,590.0,1067.0,901.0,2615.0,10319.0,2014
Santa Ana city, California,69000,Male,924.0,3202.0,10567.0,16080.0,15073.0,8452.0,15838.0,2151.0,4006.0,5793.0,4136.0,1812.0,2631.0,2538.0,2726.0,2815.0,6633.0,3906.0,7415.0,4870.0,8310.0,5590.0,10521.0,8377.0,5372.0,5432.0,3327.0,2711.0,3604.0,2740.0,3312.0,2483.0,2014
Santa Barbara city, California,69070,Male,871.0,3699.0,8461.0,4778.0,2244.0,905.0,1378.0,268.0,362.0,593.0,849.0,39.0,836.0,992.0,975.0,1260.0,1726.0,778.0,1169.0,318.0,1725.0,680.0,2456.0,2124.0,2157.0,1512.0,668.0,1333.0,946.0,869.0,2662.0,4127.0,2014
Santa Clara city, California,69084,Male,27.0,1813.0,5228.0,6018.0,10117.0,3332.0,3926.0,816.0,1139.0,934.0,1210.0,660.0,2047.0,943.0,1285.0,1292.0,555.0,1103.0,1187.0,689.0,1474.0,99.0,1215.0,1028.0,811.0,809.0,1645.0,1592.0,1458.0,1486.0,4729.0,14231.0,2014
Santa Clarita city, California,69088,Male,608.0,3226.0,4788.0,6284.0,2354.0,995.0,5040.0,1672.0,2301.0,6037.0,7311.0,1911.0,3008.0,1332.0,1781.0,734.0,1548.0,825.0,2006.0,946.0,1388.0,596.0,1710.0,3384.0,2030.0,2974.0,1537.0,2287.0,3732.0,2648.0,5828.0,10249.0,2014
Santa Maria city, California,69196,Male,254.0,2212.0,4061.0,5123.0,3277.0,994.0,4982.0,367.0,1280.0,1115.0,567.0,222.0,728.0,447.0,448.0,702.0,1542.0,417.0,2031.0,2009.0,2825.0,1153.0,2808.0,1152.0,1624.0,1335.0,887.0,939.0,2011.0,1028.0,1372.0,1495.0,2014
Santa Monica city, California,70000,Male,589.0,2223.0,3051.0,2861.0,3631.0,921.0,3048.0,1466.0,1007.0,2235.0,1374.0,137.0,1226.0,659.0,1268.0,221.0,1309.0,602.0,814.0,214.0,1154.0,171.0,532.0,1341.0,1018.0,866.0,1346.0,712.0,1540.0,1073.0,3100.0,9738.0,2014
Santa Rosa city, California,70098,Male,538.0,5336.0,7713.0,8434.0,4719.0,2098.0,3494.0,821.0,1160.0,1665.0,2379.0,1388.0,2523.0,1290.0,1012.0,1168.0,2385.0,1003.0,1865.0,625.0,2870.0,1034.0,3310.0,2827.0,3010.0,2656.0,2209.0,2776.0,3345.0,2385.0,3333.0,5648.0,2014
Simi Valley city, California,72016,Male,384.0,2039.0,4373.0,3099.0,3646.0,2244.0,5984.0,1269.0,1550.0,3002.0,2271.0,1202.0,1511.0,1371.0,1084.0,647.0,1680.0,633.0,923.0,934.0,1616.0,1210.0,1185.0,1761.0,939.0,1558.0,1891.0,1618.0,1289.0,1331.0,5737.0,7631.0,2014
South Gate city, California,73080,Male,238.0,324.0,2161.0,3011.0,2272.0,1785.0,5811.0,807.0,1018.0,1246.0,2213.0,570.0,719.0,1039.0,1318.0,630.0,2371.0,747.0,1925.0,1022.0,1556.0,1714.0,2298.0,2010.0,1514.0,916.0,300.0,1508.0,706.0,570.0,830.0,82.0,2014
South San Francisco city, California,73262,Male,116.0,1201.0,2322.0,2447.0,3562.0,848.0,3421.0,234.0,640.0,2002.0,1208.0,683.0,611.0,751.0,193.0,206.0,1774.0,281.0,285.0,64.0,642.0,355.0,1626.0,1680.0,654.0,1894.0,1184.0,891.0,1462.0,1032.0,2268.0,2951.0,2014
Stockton city, California,75000,Male,1144.0,4812.0,10151.0,12084.0,8856.0,2438.0,6428.0,1131.0,1194.0,2846.0,3565.0,6179.0,4028.0,3415.0,2251.0,2425.0,4690.0,2660.0,3500.0,2216.0,4476.0,2423.0,4630.0,4792.0,5468.0,3543.0,2358.0,3526.0,3341.0,3446.0,3605.0,4753.0,2014
Sunnyvale city, California,77000,Male,112.0,2312.0,6028.0,9181.0,11007.0,2779.0,4577.0,238.0,809.0,1552.0,1511.0,1109.0,612.0,667.0,1020.0,392.0,813.0,535.0,433.0,119.0,815.0,411.0,1886.0,1458.0,1080.0,1150.0,1164.0,1165.0,1740.0,2374.0,6551.0,20540.0,2014
Temecula city, California,78120,Male,190.0,2707.0,2316.0,2542.0,1429.0,718.0,2090.0,844.0,1623.0,4019.0,4312.0,1305.0,1277.0,839.0,1341.0,1074.0,970.0,482.0,693.0,450.0,862.0,547.0,1321.0,1438.0,1062.0,1528.0,1176.0,1166.0,2525.0,1646.0,3468.0,4681.0,2014
Thousand Oaks city, California,78582,Male,940.0,1905.0,5461.0,5576.0,4069.0,1629.0,2521.0,943.0,1106.0,2198.0,3719.0,1121.0,2470.0,728.0,1227.0,534.0,1174.0,347.0,1734.0,407.0,924.0,493.0,1313.0,1784.0,1354.0,1409.0,410.0,875.0,1828.0,2192.0,4194.0,11764.0,2014
Torrance city, California,80000,Male,279.0,2234.0,3111.0,5869.0,5585.0,1748.0,5193.0,1551.0,1559.0,5109.0,3486.0,860.0,1360.0,1043.0,714.0,1065.0,1347.0,226.0,1265.0,965.0,1473.0,790.0,1873.0,1060.0,1773.0,1662.0,1340.0,2041.0,1936.0,3807.0,5781.0,10393.0,2014
Tracy city, California,80238,Male,198.0,890.0,3133.0,1352.0,1478.0,462.0,1539.0,569.0,659.0,1737.0,5842.0,2860.0,1147.0,668.0,562.0,342.0,902.0,187.0,863.0,448.0,759.0,512.0,1222.0,1926.0,684.0,1487.0,1273.0,1887.0,1766.0,1325.0,2564.0,3359.0,2014
