City Name,Gender,1 to 2499 USD,2500 to 4999 USD,5000 to 7499 USD,7500 to 9999 USD,10000 to 12499 USD,12500 to 14999 USD,15000 to 17499 USD,17500 to 19999 USD,20000 to 22499 USD,22500 to 24999 USD,25000 to 29999 USD,30000 to 34999 USD,35000 to 39999 USD,40000 to 44999 USD,45000 to 49999 USD,50000 to 54999 USD,55000 to 64999 USD,65000 to 74999 USD,75000 to 99999 USD,100000 or more USD,State Code,Zip Code,Year,State,City
Clearwater city,Female,1629.0,1070.0,1450.0,1467.0,1613.0,1354.0,1354.0,856.0,1384.0,1424.0,2184.0,1938.0,2063.0,1830.0,1241.0,813.0,1320.0,975.0,1186.0,1336.0,12,12875,2014, Florida,
Coral Springs city,Female,1801.0,1712.0,1428.0,512.0,3061.0,1252.0,1892.0,1156.0,1667.0,846.0,2132.0,2778.0,1359.0,1756.0,1949.0,1307.0,2254.0,1779.0,2813.0,1885.0,12,14400,2014, Florida,
Davie town,Female,2206.0,1529.0,1171.0,1665.0,1035.0,774.0,1450.0,215.0,1580.0,797.0,2447.0,1593.0,1832.0,1792.0,1570.0,529.0,1274.0,1569.0,1293.0,1208.0,12,16475,2014, Florida,
Deerfield Beach city,Female,1066.0,561.0,419.0,875.0,1011.0,1153.0,866.0,794.0,1110.0,1115.0,1013.0,1601.0,568.0,1062.0,966.0,1047.0,639.0,531.0,1161.0,456.0,12,16725,2014, Florida,
Delray Beach city,Female,1202.0,992.0,1218.0,679.0,1449.0,211.0,1483.0,87.0,1018.0,199.0,768.0,390.0,918.0,739.0,141.0,655.0,589.0,194.0,643.0,850.0,12,17100,2014, Florida,
Deltona city,Female,686.0,856.0,1177.0,709.0,1683.0,959.0,2313.0,1114.0,1479.0,452.0,2207.0,2134.0,1730.0,749.0,342.0,182.0,574.0,442.0,200.0,35.0,12,17200,2014, Florida,
Fort Lauderdale city,Female,2174.0,2308.0,1767.0,2308.0,3489.0,1440.0,2723.0,1217.0,2693.0,1212.0,2220.0,3633.0,1191.0,2063.0,1144.0,1586.0,3114.0,1480.0,2404.0,2996.0,12,24000,2014, Florida,
Fort Myers city,Female,1194.0,1186.0,861.0,540.0,1665.0,848.0,1252.0,389.0,1279.0,751.0,869.0,1020.0,610.0,895.0,438.0,539.0,1123.0,525.0,457.0,574.0,12,24125,2014, Florida,
Gainesville city,Female,5688.0,2210.0,1910.0,2671.0,1713.0,1176.0,1298.0,1352.0,1354.0,1077.0,3396.0,3074.0,2001.0,1249.0,1023.0,795.0,777.0,1327.0,1373.0,283.0,12,25175,2014, Florida,
Hialeah city,Female,1522.0,1641.0,1782.0,2601.0,5794.0,4563.0,5999.0,1880.0,3130.0,1865.0,4613.0,4563.0,2140.0,1716.0,1135.0,1132.0,997.0,532.0,185.0,71.0,12,30000,2014, Florida,
Hollywood city,Female,1618.0,2443.0,2309.0,1809.0,3432.0,1351.0,2795.0,2305.0,2538.0,1714.0,2706.0,3139.0,1913.0,2491.0,979.0,1001.0,968.0,1475.0,1577.0,1603.0,12,32000,2014, Florida,
Homestead city,Female,1202.0,985.0,681.0,644.0,1394.0,245.0,917.0,481.0,1145.0,632.0,1077.0,1731.0,1060.0,539.0,393.0,158.0,140.0,723.0,256.0,37.0,12,32275,2014, Florida,
Jacksonville city,Female,14729.0,11465.0,10467.0,8310.0,13493.0,10416.0,11400.0,7546.0,13371.0,7046.0,17886.0,16789.0,15734.0,11334.0,11486.0,7518.0,9185.0,6290.0,4801.0,7471.0,12,35000,2014, Florida,
Kendall CDP,Female,1046.0,440.0,924.0,354.0,1258.0,288.0,1324.0,653.0,936.0,511.0,1517.0,1831.0,1516.0,1273.0,676.0,877.0,847.0,744.0,1303.0,1881.0,12,36100,2014, Florida,
Kissimmee city,Female,647.0,1120.0,638.0,1077.0,934.0,1835.0,1288.0,380.0,1939.0,259.0,1655.0,583.0,455.0,536.0,273.0,140.0,417.0,106.0,193.0,0.0,12,36950,2014, Florida,
Lakeland city,Female,1066.0,755.0,573.0,994.0,921.0,1180.0,1406.0,1240.0,1999.0,1040.0,1503.0,1206.0,2309.0,1014.0,430.0,833.0,707.0,500.0,511.0,349.0,12,38250,2014, Florida,
Largo city,Female,1068.0,856.0,807.0,305.0,1441.0,513.0,1177.0,585.0,1004.0,781.0,2403.0,1358.0,1590.0,759.0,875.0,686.0,652.0,426.0,434.0,301.0,12,39425,2014, Florida,
Lauderhill city,Female,686.0,1227.0,888.0,1187.0,2243.0,838.0,1426.0,702.0,935.0,755.0,1546.0,2389.0,842.0,996.0,799.0,480.0,827.0,195.0,270.0,58.0,12,39550,2014, Florida,
Lehigh Acres CDP,Female,1484.0,2152.0,771.0,900.0,2895.0,1122.0,1708.0,607.0,2371.0,872.0,2844.0,1472.0,1273.0,1039.0,721.0,557.0,643.0,262.0,431.0,240.0,12,39925,2014, Florida,
Melbourne city,Female,728.0,881.0,800.0,1361.0,664.0,865.0,820.0,1229.0,1337.0,1165.0,1628.0,1744.0,1308.0,1413.0,541.0,803.0,444.0,431.0,476.0,444.0,12,43975,2014, Florida,
Miami city,Female,2934.0,3031.0,5808.0,4687.0,13531.0,5622.0,8529.0,4081.0,9418.0,2696.0,7995.0,7244.0,4386.0,3430.0,2578.0,2221.0,3135.0,1960.0,3154.0,5024.0,12,45000,2014, Florida,
Miami Beach city,Female,1061.0,432.0,1095.0,536.0,1310.0,1207.0,1300.0,657.0,1418.0,530.0,2292.0,1536.0,948.0,1104.0,908.0,796.0,1383.0,837.0,1292.0,1847.0,12,45025,2014, Florida,
Miami Gardens city,Female,1938.0,991.0,924.0,1028.0,2821.0,1959.0,2395.0,1351.0,2346.0,1035.0,2061.0,2387.0,1643.0,1607.0,727.0,555.0,706.0,869.0,988.0,701.0,12,45060,2014, Florida,
Miramar city,Female,3407.0,935.0,1695.0,1003.0,2693.0,813.0,1693.0,1480.0,1481.0,946.0,2229.0,2545.0,2987.0,2420.0,1318.0,1624.0,2318.0,2228.0,1170.0,1076.0,12,45975,2014, Florida,
Orlando city,Female,3664.0,2702.0,3448.0,3473.0,3851.0,4084.0,5199.0,3727.0,4534.0,3221.0,5749.0,4715.0,4279.0,3168.0,2832.0,3106.0,3612.0,3353.0,3121.0,2550.0,12,53000,2014, Florida,
Palm Bay city,Female,1117.0,1531.0,1221.0,1341.0,1908.0,562.0,1843.0,1253.0,2153.0,954.0,1314.0,1679.0,2003.0,1138.0,945.0,224.0,401.0,171.0,513.0,1157.0,12,54000,2014, Florida,
Palm Coast city,Female,1619.0,600.0,1568.0,444.0,914.0,791.0,1185.0,1087.0,1246.0,361.0,1578.0,1658.0,554.0,571.0,917.0,480.0,199.0,363.0,177.0,200.0,12,54200,2014, Florida,
Pembroke Pines city,Female,1974.0,1475.0,1082.0,1791.0,2099.0,1527.0,2437.0,1752.0,2115.0,1383.0,2709.0,3377.0,2801.0,2527.0,2900.0,2348.0,2868.0,1511.0,3400.0,1516.0,12,55775,2014, Florida,
Pine Hills CDP,Female,1151.0,1086.0,1428.0,681.0,1467.0,1126.0,4043.0,1539.0,2150.0,758.0,1727.0,1698.0,836.0,658.0,342.0,452.0,531.0,75.0,136.0,31.0,12,56825,2014, Florida,
Plantation city,Female,767.0,660.0,1855.0,78.0,854.0,891.0,1152.0,583.0,1027.0,578.0,1064.0,2024.0,1876.0,1902.0,1007.0,2217.0,768.0,1038.0,1794.0,1452.0,12,57425,2014, Florida,
Pompano Beach city,Female,1529.0,1229.0,540.0,911.0,1660.0,1010.0,1202.0,1793.0,1311.0,439.0,2216.0,1231.0,1048.0,2083.0,1145.0,1038.0,1180.0,257.0,453.0,784.0,12,58050,2014, Florida,
Port St. Lucie city,Female,1538.0,2599.0,2870.0,1087.0,2061.0,1558.0,1890.0,1510.0,1179.0,1446.0,4647.0,5020.0,2310.0,3410.0,1571.0,681.0,1117.0,918.0,705.0,818.0,12,58715,2014, Florida,
Riverview CDP,Female,721.0,520.0,829.0,314.0,2076.0,244.0,646.0,395.0,1201.0,306.0,1548.0,2480.0,1737.0,869.0,1224.0,480.0,1347.0,864.0,1194.0,234.0,12,60950,2014, Florida,
St. Petersburg city,Female,3320.0,2909.0,3249.0,2833.0,3762.0,2282.0,3176.0,2375.0,4086.0,2233.0,5367.0,6263.0,3002.0,4033.0,2609.0,3448.0,2675.0,2300.0,2772.0,2706.0,12,63000,2014, Florida,
Spring Hill CDP,Female,1372.0,1219.0,1449.0,681.0,2031.0,786.0,1117.0,720.0,1356.0,561.0,1849.0,1624.0,1620.0,822.0,667.0,682.0,952.0,307.0,509.0,508.0,12,68350,2014, Florida,
Sunrise city,Female,1127.0,1503.0,1667.0,1044.0,1838.0,999.0,1393.0,890.0,2170.0,596.0,1094.0,2427.0,1647.0,2276.0,1249.0,1242.0,1131.0,721.0,619.0,859.0,12,69700,2014, Florida,
Tallahassee city,Female,8199.0,4255.0,4310.0,2323.0,4322.0,2196.0,2068.0,1280.0,2302.0,1231.0,5183.0,5018.0,2805.0,2165.0,1590.0,1169.0,2692.0,1323.0,1325.0,1441.0,12,70600,2014, Florida,
Tampa city,Female,6226.0,4375.0,3653.0,3585.0,4493.0,3175.0,4432.0,3496.0,4042.0,1786.0,6110.0,7518.0,6494.0,6503.0,3067.0,5214.0,4448.0,3118.0,3548.0,4903.0,12,71000,2014, Florida,
The Villages CDP,Female,,,,,,,,,,,,,,,,,,,,,12,71625,2014, Florida,
Town 'n' Country CDP,Female,481.0,1312.0,1242.0,583.0,1534.0,1239.0,1726.0,1149.0,1265.0,1119.0,2202.0,1078.0,2322.0,1114.0,736.0,487.0,998.0,884.0,987.0,238.0,12,72145,2014, Florida,
Weston city,Female,358.0,360.0,398.0,304.0,1246.0,212.0,696.0,350.0,1021.0,413.0,494.0,867.0,546.0,1263.0,654.0,833.0,641.0,1216.0,451.0,814.0,12,76582,2014, Florida,
West Palm Beach city,Female,1285.0,1504.0,785.0,658.0,2242.0,1355.0,962.0,1038.0,1790.0,935.0,2168.0,2764.0,2047.0,1753.0,709.0,627.0,1965.0,1122.0,1026.0,630.0,12,76600,2014, Florida,
Albany city,Female,1201.0,952.0,1058.0,613.0,1759.0,711.0,1291.0,908.0,1124.0,711.0,1264.0,1260.0,1379.0,791.0,686.0,268.0,569.0,140.0,658.0,74.0,13,01052,2014, Georgia,
Athens-Clarke County unified government (balance),Female,5722.0,3809.0,1990.0,1674.0,2895.0,761.0,1957.0,437.0,2012.0,724.0,2033.0,1124.0,779.0,824.0,768.0,794.0,794.0,973.0,865.0,693.0,13,03440,2014, Georgia,
Atlanta city,Female,8813.0,6990.0,5561.0,4942.0,4357.0,3547.0,4231.0,4087.0,5513.0,2963.0,7033.0,8424.0,6981.0,8043.0,5254.0,5947.0,5379.0,6106.0,6910.0,12089.0,13,04000,2014, Georgia,
Augusta-Richmond County consolidated government (balance),Female,4129.0,2969.0,1812.0,1553.0,3282.0,2287.0,2253.0,2234.0,3503.0,2441.0,2292.0,3438.0,2759.0,2250.0,1993.0,1327.0,1337.0,926.0,1731.0,791.0,13,04204,2014, Georgia,
Columbus city,Female,3233.0,2922.0,2944.0,1658.0,3426.0,2026.0,3523.0,1499.0,2669.0,1696.0,4055.0,2949.0,3082.0,3136.0,1546.0,1765.0,2037.0,1746.0,594.0,921.0,13,19000,2014, Georgia,
Johns Creek city,Female,981.0,1528.0,2115.0,302.0,777.0,574.0,665.0,194.0,862.0,477.0,427.0,926.0,880.0,1171.0,614.0,908.0,902.0,794.0,2267.0,3243.0,13,42425,2014, Georgia,
Macon-Bibb County,Female,3121.0,895.0,2840.0,1586.0,1937.0,2253.0,1323.0,1071.0,2088.0,665.0,2680.0,2625.0,2264.0,1663.0,1708.0,1053.0,965.0,1128.0,1635.0,1082.0,13,49008,2014, Georgia,
Roswell city,Female,1963.0,1176.0,537.0,544.0,1158.0,1371.0,678.0,357.0,1392.0,887.0,1782.0,771.0,1243.0,959.0,1289.0,1686.0,1384.0,1247.0,1446.0,2507.0,13,67284,2014, Georgia,
Sandy Springs city,Female,1451.0,1116.0,941.0,1053.0,904.0,847.0,448.0,253.0,1691.0,595.0,1910.0,2142.0,2013.0,1642.0,850.0,1274.0,1763.0,1272.0,3043.0,3094.0,13,68516,2014, Georgia,
Savannah city,Female,3686.0,2419.0,2207.0,2881.0,3449.0,1108.0,2474.0,1878.0,2704.0,1177.0,3486.0,2461.0,2047.0,1655.0,703.0,536.0,748.0,1977.0,1093.0,599.0,13,69000,2014, Georgia,
Warner Robins city,Female,750.0,1724.0,1158.0,643.0,982.0,672.0,942.0,145.0,846.0,1072.0,1924.0,1182.0,1558.0,1400.0,692.0,544.0,641.0,478.0,50.0,222.0,13,80508,2014, Georgia,
Urban Honolulu CDP,Female,5847.0,4744.0,3892.0,2264.0,4730.0,2148.0,3496.0,1566.0,4809.0,4265.0,6737.0,8849.0,5593.0,5950.0,4019.0,4247.0,4948.0,4064.0,4051.0,4328.0,15,71550,2014, Hawaii,
Boise City city,Female,4511.0,3025.0,3714.0,3139.0,4868.0,1428.0,1986.0,1882.0,3654.0,1861.0,3078.0,3550.0,2826.0,4027.0,2202.0,2421.0,3354.0,1627.0,2816.0,2227.0,16,08830,2014, Idaho,
Meridian city,Female,2814.0,462.0,824.0,376.0,1102.0,1266.0,472.0,787.0,1796.0,1170.0,1713.0,2380.0,1029.0,1064.0,673.0,417.0,332.0,645.0,315.0,1332.0,16,52120,2014, Idaho,
Nampa city,Female,2017.0,1111.0,938.0,1527.0,1674.0,1150.0,1523.0,687.0,2170.0,414.0,2100.0,2038.0,1116.0,873.0,581.0,415.0,496.0,136.0,48.0,41.0,16,56260,2014, Idaho,
Arlington Heights village,Female,1608.0,803.0,1178.0,424.0,1016.0,215.0,681.0,496.0,1020.0,391.0,953.0,980.0,614.0,875.0,1301.0,1327.0,1593.0,913.0,2109.0,2071.0,17,02154,2014, Illinois,
Aurora city,Female,4070.0,2727.0,1813.0,3070.0,2859.0,1196.0,3634.0,2765.0,2641.0,1500.0,2255.0,2585.0,3193.0,2074.0,1987.0,1434.0,3123.0,1560.0,2260.0,2017.0,17,03012,2014, Illinois,
Bloomington city,Female,1097.0,1457.0,1413.0,331.0,1144.0,978.0,811.0,386.0,1197.0,734.0,1482.0,1937.0,1197.0,684.0,457.0,1397.0,1368.0,739.0,1094.0,1095.0,17,06613,2014, Illinois,
Bolingbrook village,Female,1161.0,673.0,540.0,312.0,652.0,698.0,1333.0,1083.0,784.0,327.0,1337.0,711.0,1362.0,1079.0,922.0,881.0,885.0,800.0,1790.0,934.0,17,07133,2014, Illinois,
Champaign city,Female,3388.0,2481.0,1213.0,565.0,1361.0,700.0,1055.0,790.0,1140.0,1051.0,1185.0,1387.0,1521.0,1131.0,502.0,1169.0,899.0,437.0,865.0,991.0,17,12385,2014, Illinois,
Chicago city,Female,41688.0,28940.0,29976.0,26054.0,36093.0,19560.0,37119.0,22287.0,36990.0,19720.0,41189.0,45001.0,36151.0,33610.0,26918.0,36134.0,44760.0,30097.0,43667.0,49309.0,17,14000,2014, Illinois,
Cicero town,Female,1048.0,1020.0,1249.0,734.0,1808.0,891.0,1529.0,688.0,1454.0,333.0,1400.0,1454.0,430.0,1082.0,303.0,335.0,588.0,110.0,84.0,0.0,17,14351,2014, Illinois,
Decatur city,Female,1944.0,945.0,1396.0,707.0,1812.0,1111.0,889.0,714.0,891.0,976.0,1074.0,1088.0,1074.0,632.0,507.0,1052.0,1297.0,696.0,365.0,428.0,17,18823,2014, Illinois,
Elgin city,Female,1956.0,1260.0,1945.0,1405.0,1873.0,1135.0,1747.0,652.0,1665.0,1223.0,2298.0,2079.0,775.0,1888.0,982.0,1160.0,1618.0,497.0,1383.0,1432.0,17,23074,2014, Illinois,
Evanston city,Female,1859.0,1427.0,1131.0,1113.0,974.0,571.0,1004.0,392.0,322.0,430.0,1160.0,845.0,1209.0,585.0,730.0,1060.0,1529.0,778.0,2019.0,2525.0,17,24582,2014, Illinois,
Joliet city,Female,2668.0,1764.0,2016.0,1584.0,2620.0,1590.0,1360.0,1034.0,1956.0,1158.0,3476.0,2600.0,1660.0,2517.0,984.0,1207.0,2343.0,1697.0,2057.0,999.0,17,38570,2014, Illinois,
Naperville city,Female,3079.0,2071.0,2184.0,1264.0,1907.0,541.0,1066.0,841.0,1166.0,663.0,1944.0,1948.0,1397.0,1673.0,1216.0,1701.0,2935.0,1937.0,3196.0,3932.0,17,51622,2014, Illinois,
Palatine village,Female,599.0,796.0,329.0,511.0,1280.0,406.0,715.0,1406.0,473.0,480.0,957.0,1789.0,921.0,549.0,740.0,942.0,981.0,1002.0,1611.0,1880.0,17,57225,2014, Illinois,
Peoria city,Female,2707.0,1471.0,1562.0,793.0,1830.0,1295.0,1919.0,1521.0,1168.0,1011.0,2520.0,1709.0,1717.0,1104.0,622.0,1222.0,1708.0,637.0,1033.0,1429.0,17,59000,2014, Illinois,
Rockford city,Female,3017.0,3042.0,2884.0,1880.0,2135.0,1104.0,1662.0,1115.0,1658.0,1636.0,2730.0,2288.0,1767.0,1600.0,1292.0,1650.0,1695.0,1515.0,969.0,667.0,17,65000,2014, Illinois,
Schaumburg village,Female,1142.0,682.0,868.0,481.0,716.0,359.0,711.0,682.0,2081.0,427.0,1067.0,1600.0,750.0,1476.0,1219.0,900.0,1101.0,1000.0,1609.0,1573.0,17,68003,2014, Illinois,
Skokie village,Female,812.0,749.0,559.0,508.0,781.0,243.0,549.0,87.0,994.0,359.0,1246.0,1497.0,1030.0,559.0,493.0,847.0,1116.0,917.0,2557.0,1341.0,17,70122,2014, Illinois,
Springfield city,Female,3530.0,1732.0,1099.0,870.0,1772.0,1286.0,1689.0,811.0,1142.0,1619.0,2220.0,2675.0,1763.0,2021.0,1417.0,1018.0,1206.0,1309.0,1403.0,1058.0,17,72000,2014, Illinois,
Waukegan city,Female,778.0,908.0,1760.0,908.0,892.0,1047.0,2335.0,1693.0,2055.0,533.0,1190.0,1275.0,868.0,358.0,648.0,759.0,896.0,697.0,721.0,898.0,17,79293,2014, Illinois,
Bloomington city,Female,6686.0,5020.0,2793.0,895.0,1405.0,754.0,1331.0,441.0,964.0,394.0,1575.0,1210.0,381.0,872.0,641.0,506.0,897.0,304.0,638.0,618.0,18,05860,2014, Indiana,
Carmel city,Female,1999.0,950.0,1110.0,548.0,1404.0,468.0,708.0,526.0,932.0,408.0,1660.0,1246.0,557.0,1242.0,822.0,1267.0,1431.0,1460.0,1968.0,2715.0,18,10342,2014, Indiana,
Evansville city,Female,2438.0,1807.0,1582.0,1613.0,2086.0,1690.0,1502.0,1488.0,2180.0,1568.0,3455.0,2582.0,1366.0,1929.0,911.0,623.0,1063.0,370.0,482.0,420.0,18,22000,2014, Indiana,
Fishers town,Female,2562.0,987.0,567.0,360.0,1641.0,370.0,589.0,892.0,559.0,297.0,613.0,1096.0,1390.0,522.0,1193.0,2319.0,1818.0,1721.0,1606.0,2214.0,18,23278,2014, Indiana,
Fort Wayne city,Female,4477.0,3869.0,3812.0,3032.0,5746.0,2896.0,4114.0,1402.0,4205.0,2467.0,6282.0,6009.0,4438.0,3225.0,3047.0,2549.0,1703.0,1666.0,1292.0,895.0,18,25000,2014, Indiana,
Gary city,Female,1503.0,776.0,1142.0,1351.0,832.0,387.0,355.0,1394.0,1227.0,346.0,1239.0,1032.0,578.0,658.0,438.0,233.0,562.0,247.0,456.0,56.0,18,27000,2014, Indiana,
Hammond city,Female,1127.0,830.0,1171.0,1193.0,1748.0,678.0,875.0,558.0,923.0,269.0,1408.0,1187.0,858.0,766.0,656.0,589.0,369.0,406.0,449.0,259.0,18,31000,2014, Indiana,
Indianapolis city (balance),Female,16780.0,11744.0,12032.0,9352.0,11777.0,6827.0,11390.0,6876.0,13950.0,6724.0,18024.0,19504.0,15820.0,12901.0,10418.0,10275.0,8405.0,6601.0,8196.0,7250.0,18,36003,2014, Indiana,
Lafayette city,Female,1302.0,560.0,1463.0,873.0,1059.0,535.0,1371.0,538.0,968.0,728.0,2147.0,1571.0,750.0,771.0,232.0,938.0,982.0,507.0,271.0,339.0,18,40788,2014, Indiana,
Muncie city,Female,3737.0,3606.0,1530.0,938.0,1076.0,931.0,588.0,1043.0,1052.0,366.0,1364.0,732.0,813.0,674.0,262.0,275.0,346.0,233.0,306.0,0.0,18,51876,2014, Indiana,
South Bend city,Female,2256.0,1613.0,1849.0,1008.0,1913.0,1174.0,1503.0,1527.0,2259.0,723.0,2452.0,1784.0,1486.0,1312.0,865.0,483.0,517.0,505.0,569.0,499.0,18,71000,2014, Indiana,
Cedar Rapids city,Female,1279.0,1761.0,2480.0,1696.0,2050.0,1378.0,1466.0,1335.0,2060.0,1509.0,2533.0,3611.0,1831.0,3137.0,1848.0,807.0,2914.0,1359.0,1201.0,1538.0,19,12000,2014, Iowa,
Davenport city,Female,2224.0,2676.0,1388.0,1108.0,1549.0,865.0,2145.0,1645.0,1452.0,1131.0,1788.0,2434.0,1670.0,1764.0,761.0,820.0,926.0,1330.0,1091.0,631.0,19,19000,2014, Iowa,
Des Moines city,Female,5013.0,4056.0,2991.0,1799.0,3143.0,1840.0,4326.0,1896.0,3445.0,1957.0,4304.0,4053.0,3742.0,3480.0,1719.0,1691.0,3251.0,1454.0,1055.0,979.0,19,21000,2014, Iowa,
Iowa City city,Female,2895.0,1730.0,2217.0,708.0,2213.0,584.0,1382.0,442.0,547.0,496.0,1096.0,1050.0,805.0,1694.0,668.0,539.0,1850.0,414.0,1244.0,792.0,19,38595,2014, Iowa,
Sioux City city,Female,2363.0,867.0,1205.0,1523.0,1442.0,907.0,903.0,996.0,1636.0,703.0,2360.0,1476.0,1330.0,971.0,489.0,935.0,414.0,581.0,652.0,286.0,19,73335,2014, Iowa,
Waterloo city,Female,1329.0,931.0,1138.0,866.0,1041.0,514.0,593.0,380.0,1481.0,790.0,1792.0,1654.0,1147.0,889.0,881.0,361.0,1178.0,584.0,475.0,187.0,19,82425,2014, Iowa,
Kansas City city,Female,2547.0,1678.0,2198.0,1250.0,2948.0,1036.0,1535.0,1527.0,2628.0,1645.0,2567.0,2825.0,2473.0,1543.0,577.0,1497.0,1545.0,965.0,704.0,343.0,20,36000,2014, Kansas,
Lawrence city,Female,4325.0,1924.0,2910.0,1490.0,3114.0,1411.0,1719.0,461.0,1233.0,675.0,1857.0,540.0,1429.0,1494.0,505.0,1078.0,858.0,756.0,1126.0,927.0,20,38900,2014, Kansas,
Olathe city,Female,3444.0,2578.0,1339.0,1208.0,1791.0,866.0,1862.0,1448.0,1812.0,1155.0,2114.0,2365.0,2263.0,1991.0,1157.0,1729.0,2193.0,1809.0,1704.0,1748.0,20,52575,2014, Kansas,
Overland Park city,Female,3776.0,2286.0,2099.0,1687.0,2158.0,1150.0,1473.0,967.0,1866.0,436.0,3693.0,3141.0,3122.0,3140.0,2191.0,3169.0,2971.0,2460.0,3914.0,3656.0,20,53775,2014, Kansas,
Topeka city,Female,2701.0,1104.0,1518.0,1659.0,1451.0,1013.0,1087.0,1300.0,1747.0,2050.0,3408.0,2797.0,1959.0,2215.0,1520.0,1501.0,1759.0,794.0,780.0,508.0,20,71000,2014, Kansas,
Wichita city,Female,6610.0,6318.0,4311.0,3834.0,6196.0,2925.0,5293.0,3204.0,6059.0,2378.0,8521.0,5803.0,5293.0,5449.0,3403.0,3673.0,4768.0,2962.0,1996.0,1648.0,20,79000,2014, Kansas,
Lexington-Fayette urban county,Female,9281.0,6018.0,4744.0,2665.0,6332.0,1802.0,4873.0,2843.0,6156.0,2722.0,6303.0,6089.0,3857.0,4465.0,3018.0,3179.0,4194.0,2512.0,3439.0,3442.0,21,46027,2014, Kentucky,
Louisville/Jefferson County metro government (balance),Female,13187.0,7926.0,7158.0,7235.0,10171.0,4833.0,7438.0,5508.0,8492.0,3582.0,12844.0,12155.0,9122.0,7897.0,5698.0,6613.0,8177.0,5612.0,6710.0,6260.0,21,48006,2014, Kentucky,
Baton Rouge city,Female,4866.0,6204.0,4614.0,2753.0,4054.0,1877.0,2532.0,2322.0,3770.0,2488.0,5183.0,4239.0,2758.0,1904.0,2202.0,2781.0,2162.0,930.0,1783.0,1810.0,22,05000,2014, Louisiana,
Bossier City city,Female,689.0,433.0,276.0,471.0,1585.0,700.0,851.0,844.0,1073.0,497.0,1567.0,771.0,373.0,464.0,722.0,551.0,452.0,201.0,1102.0,126.0,22,08920,2014, Louisiana,
Kenner city,Female,854.0,988.0,1299.0,539.0,905.0,507.0,1484.0,686.0,1335.0,587.0,1509.0,510.0,973.0,1014.0,151.0,429.0,951.0,414.0,461.0,368.0,22,39475,2014, Louisiana,
Lafayette city,Female,2716.0,2042.0,1325.0,1537.0,3532.0,1783.0,3054.0,1470.0,2693.0,1087.0,2465.0,1686.0,2212.0,1272.0,1030.0,1489.0,1224.0,704.0,1391.0,670.0,22,40735,2014, Louisiana,
Lake Charles city,Female,1852.0,1324.0,1551.0,953.0,1115.0,1002.0,1914.0,1115.0,1001.0,372.0,1060.0,1100.0,610.0,733.0,275.0,589.0,631.0,497.0,218.0,355.0,22,41155,2014, Louisiana,
Metairie CDP,Female,2533.0,2159.0,1472.0,1182.0,2007.0,1170.0,1796.0,2425.0,1607.0,1056.0,3251.0,2879.0,2113.0,2146.0,1535.0,1621.0,2064.0,1101.0,3073.0,1896.0,22,50115,2014, Louisiana,
New Orleans city,Female,8083.0,5979.0,4664.0,5130.0,5509.0,3126.0,5315.0,3168.0,5330.0,3939.0,6809.0,8170.0,4900.0,4078.0,4014.0,3809.0,4238.0,3579.0,4013.0,5252.0,22,55000,2014, Louisiana,
Shreveport city,Female,4028.0,1605.0,2466.0,1377.0,2688.0,1994.0,3954.0,2340.0,3612.0,1287.0,4517.0,3547.0,2346.0,2193.0,2208.0,1277.0,2416.0,1071.0,1205.0,1002.0,22,70000,2014, Louisiana,
Portland city,Female,1313.0,888.0,1166.0,823.0,981.0,523.0,1317.0,474.0,710.0,1254.0,1376.0,1656.0,1127.0,800.0,1126.0,1214.0,1763.0,601.0,790.0,509.0,23,60545,2014, Maine,
Baltimore city,Female,9622.0,6988.0,6901.0,5521.0,8489.0,3951.0,7353.0,3915.0,8915.0,4807.0,11954.0,15295.0,9432.0,9506.0,8372.0,7663.0,8587.0,7496.0,8837.0,7236.0,24,04000,2014, Maryland,
Bethesda CDP,Female,1297.0,395.0,407.0,154.0,428.0,269.0,304.0,76.0,309.0,135.0,440.0,562.0,458.0,1065.0,415.0,950.0,1372.0,1110.0,1514.0,5470.0,24,07125,2014, Maryland,
Columbia CDP,Female,2359.0,992.0,1572.0,784.0,1897.0,218.0,2031.0,731.0,841.0,631.0,983.0,1269.0,737.0,1123.0,1204.0,1261.0,2336.0,1674.0,4130.0,4030.0,24,19125,2014, Maryland,
Ellicott City CDP,Female,1585.0,435.0,965.0,668.0,789.0,169.0,518.0,133.0,361.0,352.0,1007.0,831.0,565.0,1179.0,519.0,797.0,1223.0,1043.0,2472.0,2965.0,24,26000,2014, Maryland,
Frederick city,Female,1124.0,984.0,908.0,948.0,1137.0,371.0,323.0,279.0,820.0,237.0,1513.0,1959.0,744.0,593.0,1522.0,827.0,1964.0,1111.0,963.0,1343.0,24,30325,2014, Maryland,
Gaithersburg city,Female,1234.0,486.0,682.0,559.0,1340.0,568.0,693.0,257.0,1296.0,370.0,1398.0,1082.0,346.0,984.0,674.0,535.0,1178.0,624.0,2388.0,1791.0,24,31175,2014, Maryland,
Germantown CDP,Female,1084.0,989.0,873.0,354.0,911.0,800.0,806.0,178.0,641.0,741.0,653.0,2021.0,2191.0,1146.0,867.0,1051.0,1757.0,1642.0,3967.0,2083.0,24,32025,2014, Maryland,
